¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q346«Ñ25§Ë1~30¸¹,4.33,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¦a¤U¤@¼h¡A¦a¤U¤G¼h¡A¦a¤U¤T¼h,026,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0811222,34.5,0,0,0,µL,¦³,400000,11594,©Y¹D¥­­±,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤¤²M¸ô¤@¬q61~90¸¹,7.68,¦í,,,10304,¤g¦a2«Øª«1¨®¦ì0,¤K¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850601,82.92,3,2,2,¦³,¦³,3440000,41486,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q346«Ñ25§Ë1~30¸¹,603.07,¦í,,,10303,¤g¦a1«Øª«3¨®¦ì14,¦a¤U¤@¼h,026,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0811222,6008.56,0,0,0,µL,¦³,105600000,17575,©Y¹D¥­­±,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q451~480¸¹,4.61,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤Q¤»¼h,016,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811020,105.27,3,2,2,¦³,¦³,5850000,55571,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q352«Ñ31~60¸¹,79.94,¦í,,,10303,¤g¦a4«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0891017,255.54999999999998,4,3,3,¦³,¦³,14400000,56349,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤Ó­ì¤@µó1~30¸¹,30.34,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,006,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0781220,162.73,4,2,2,¦³,¦³,6300000,38714,¤É­°¥­­±,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¯qµØµó31~60¸¹,112.0,¦í,,,10302,¤g¦a3«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0620424,113.4,5,3,5,¦³,µL,16200000,142857,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q331~360¸¹,25.19,°Ó,,,10304,¤g¦a2«Øª«1¨®¦ì1,¤Q¼h,010,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001118,116.9,3,2,2,¦³,¦³,12800000,109495,©Y¹D¾÷±ñ,16.35,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ïª÷µØ¨½¤T¥Á¸ô¤T¬q241~270¸¹,2.25,°Ó,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,013,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700806,22.21,1,1,1,¦³,¦³,950000,42774,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q111«Ñ1~30¸¹,33.8,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0691016,87.69,3,2,2,¦³,µL,3850000,43905,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ïº~¶§µó31~60¸¹,24.3,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0740503,96.75,3,2,1,¦³,µL,2800000,28941,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏÀA·sµó1~30¸¹,32.12,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó¡A¦a¤U¤@¼h,005,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940520,133.10999999999999,0,2,1,¦³,µL,22500000,169033,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤G¬q¶Q«°«Ñ1~30¸¹,148.64,¦í,,,10303,¤g¦a2«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0650720,148.19,3,2,2,¦³,µL,3600000,24293,,0.0,0
¥_°Ï,¤g¦a,ÀA§ø¬q91~120¦a¸¹,20.0,¨ä¥L,,,10304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,40000,,0.0,0
¦è¤Ù°Ï,¤g¦a,¥Á¦w¬q1471~1500¦a¸¹,25.95,¨ä¥L,,,10304,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1973988,76069,,0.0,0
¦è¤Ù°Ï,¤g¦a,¶¶©M¬q121~150¦a¸¹,210.53,¦í,,,10303,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13170000,62556,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï³{¤j¸ô61~90¸¹,39.18,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940704,187.0,3,2,2,¦³,¦³,9500000,50802,©Y¹D¥­­±,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤­Åv¦è¸ô¤G¬q121~150¸¹,53.19,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì3,¤­¼h,023,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0840525,615.27,5,0,0,¦³,¦³,23000000,37381,©Y¹D¾÷±ñ,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤G¬q871~900¸¹,6.21,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,014,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951124,69.67,1,1,1,¦³,¦³,5100000,73202,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤G¸ô1~30¸¹,35.37,¨ä¥L,,,10303,¤g¦a1«Øª«1¨®¦ì3,¤C¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0981019,470.03,0,0,0,µL,¦³,60000000,127651,©Y¹D¥­­±,84.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q141«Ñ1~30¸¹,83.04,¦í,,,10304,¤g¦a3«Øª«1¨®¦ì1,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0921029,259.11,5,2,3,¦³,¦³,19000000,73328,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï«C®ü¸ô¤G¬q211~240¸¹,2.21,°Ó,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,014,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0850509,27.17,1,0,1,¦³,¦³,1500000,55208,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q¤W¥Û¥_2«Ñ1~30¸¹,11.52,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820218,83.65,2,2,1,¦³,¦³,3900000,46623,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤T¬q361~390¸¹,20.31,¨ä¥L,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,035,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000121,371.0,4,2,3,¦³,¦³,28280000,76226,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏºÖ¬ì¤@µó121~150¸¹,147.37,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020423,309.12,5,2,4,¦³,µL,40380000,130629,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤T¬q61~90¸¹,6.89,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950816,109.10000000000001,3,2,2,¦³,¦³,8500000,77910,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤jÄP¸ô¥«³õ4«Ñ4§Ë1~30¸¹,14.0,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0611210,19.5,1,2,1,¦³,µL,1900000,97436,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¿³¶i¸ô181~210¸¹,18.66,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950126,216.08999999999997,4,2,2,¦³,¦³,13580000,62847,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,¤g¦a,ºÖ¦w¬q811~840¦a¸¹,120.0,¦í,,,10302,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13200000,110000,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤Gµó121~150¸¹,6.15,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,007,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800506,38.13,1,0,1,¦³,µL,1700000,44584,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô31~60¸¹,15.46,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950825,137.37,3,2,2,¦³,¦³,8500000,61877,©Y¹D¥­­±,23.17,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¬KªÀ¨½©¾«i¸ô1~30¸¹,14.73,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001117,112.93,2,2,1,¦³,¦³,6430000,56938,©Y¹D¾÷±ñ,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤j¼[¤Q¤Kµó181~210¸¹,13.55,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¼h,021,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0861121,154.37,4,2,2,¦³,¦³,9000000,58301,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q¤W¥Û«n8«Ñ31~60¸¹,19.65,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871103,103.32,3,2,2,¦³,¦³,6400000,61943,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¾¤©ú¸ô¤G¬q71«Ñ1~30¸¹,20.74,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h,008,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0821120,119.67,2,2,2,¦³,¦³,6700000,55987,©Y¹D¾÷±ñ,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï«C®ü«nµó211~240¸¹,16.75,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020814,133.73,2,2,2,¦³,¦³,10200000,76273,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤@¸ô1~30¸¹,32.44,¨ä¥L,,,10303,¤g¦a1«Øª«1¨®¦ì4,¤G¤Q¤T¼h,030,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,1010702,440.93,0,0,0,µL,¦³,48580000,110176,©Y¹D¥­­±,87.3,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¾¤©úªFµó151~180¸¹,19.83,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,009,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870915,144.42000000000002,3,2,2,¦³,¦³,8200000,56779,©Y¹D¥­­±,21.97,0
¦è¤Ù°Ï,¤g¦a,ªFªL¬q31~60¦a¸¹,160.24,¹A,,,10304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2060000,12856,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô121~150¸¹,7.11,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0991119,89.46000000000001,0,0,0,µL,¦³,6080000,67963,©Y¹D¥­­±,22.27,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤T©Mµó1~30¸¹,15.23,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850120,90.45,3,2,1,¦³,¦³,5650000,62465,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¥|µó151~180¸¹,18.31,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870629,108.96000000000001,2,2,1,¦³,¦³,6550000,60114,,0.0,0
¦è¤Ù°Ï,¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´f¨Ó¨½¥«¬F¥_¤G¸ô1~30¸¹,2.11,¨ä¥L,,,10304,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,28.0,0,0,0,¦³,¦³,1500000,,©Y¹D¥­­±,28.0,1500000
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°ÏÄ_¤s¤­µó91~120¸¹,27.33,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820924,156.7,4,2,2,¦³,¦³,6200000,39566,©Y¹D¾÷±ñ,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï·¬¾ð¨½·¬¥­¸ô511~540¸¹,162.21,¦í,,,10303,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020308,351.75,5,2,3,¦³,¦³,35180000,100014,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ð¤ß¨½´f¼wµó91~120¸¹,47.64,¦í,,,10209,¤g¦a1«Øª«1¨®¦ì3,¤K¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030313,329.61,4,1,2,¦³,¦³,21500000,80752,©Y¹D¥­­±,111.66,3900000
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤¤»O¸ô304«Ñ1~30¸¹,191.28,¹A,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,001,¨ä¥L,¦í®a¥Î,¥[±j¿j³y,0610701,70.29,3,2,1,¦³,µL,6900000,98165,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï«O¦w¤­µó31~60¸¹,13.26,°Ó,,,10304,¤g¦a2«Øª«1¨®¦ì0,¤T¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000728,95.28999999999999,2,1,1,¦³,¦³,5700000,59817,,0.0,0
¦è¤Ù°Ï,¤g¦a,ªFªL¬q391~420¦a¸¹,3.26,¹A,,,10304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,135714,41630,,0.0,0
¦è¤Ù°Ï,¤g¦a,´f¨Ó­í¬q241~270¦a¸¹,6.0,¨ä¥L,,,10304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,943000,157167,,0.0,0
¦è¤Ù°Ï,¤g¦a,¨ó¤¯¬q481~510¦a¸¹,498.75,¹A,,,10303,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,1,¦³,µL,35102232,70380,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q270«Ñ1~30¸¹,26.0,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790103,82.66,4,0,4,¦³,¦³,4100000,49601,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q270«Ñ1~30¸¹,26.0,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790103,95.03999999999999,5,0,5,¦³,¦³,5200000,54714,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤å¤s¤Eµó91~120¸¹,14.77,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0840623,81.89000000000001,2,2,2,¦³,¦³,3000000,36635,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¼[¨½«C®ü¸ô¤G¬q451~480¸¹,40.43,¦í,,,10212,¤g¦a2«Øª«1¨®¦ì2,¤­¼h,020,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021220,331.32,4,2,3,¦³,¦³,18100000,54630,©Y¹D¥­­±,0.0,2000000
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªø¦w¸ô¤G¬q271~300¸¹,30.65,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¤­¼h¡A¤»¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0921104,168.75,3,2,2,¦³,¦³,7950000,47111,©Y¹D¥­­±,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°ÏªF¿³¦èµó1~30¸¹,4.18,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,012,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0801206,36.36,1,1,1,¦³,¦³,1450000,39879,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤u·~°Ï¤@¸ô91~120¸¹,12.88,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970711,98.72999999999999,3,2,2,¦³,¦³,6500000,65836,©Y¹D¾÷±ñ,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¼[¨½«C®ü¸ô¤G¬q451~480¸¹,40.43,¦í,,,10212,¤g¦a2«Øª«1¨®¦ì2,¤­¼h,020,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021220,331.32,4,2,3,¦³,¦³,18100000,54630,©Y¹D¥­­±,0.0,2000000
¦Z¨½°Ï,¤g¦a,¤Ù¤l¸}¬q661~690¦a¸¹,2432.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12000000,4934,,0.0,0
¦Z¨½°Ï,¤g¦a,¤Ù¤l¸}¬q661~690¦a¸¹,1216.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4320000,3553,,0.0,0
¦Z¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦Z¨½°Ï¦¨¥\¸ô528«Ñ1~30¸¹,79.65,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021101,159.32,4,3,3,¦³,µL,8500000,53352,,0.0,0
Â×­ì°Ï,¤g¦a,¤U«n§|¬q1231~1260¦a¸¹,62.0,¦í,,,10304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3500000,56452,,0.0,0
¯«©£°Ï,¤g¦a,¤U·Ë¬w¬q¦Z¼d¤p¬q1~30¦a¸¹,2508.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10303,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,40209510,16033,,0.0,0
